Name,Gender,Race,URL
Aldith,Female,Man,https://lotro-wiki.com/wiki/Aldith
Aldo Topleaf,Male,Hobbit,https://lotro-wiki.com/wiki/Aldo_Topleaf
Aldor Harding,Male,Race of Man,https://lotro-wiki.com/wiki/Aldor_Harding
Aldred Cartwright,Male,Man,https://lotro-wiki.com/wiki/Aldred_Cartwright
Aldstan,Male,Race of Man,https://lotro-wiki.com/wiki/Aldstan
Aldwulf,Male,Dwarf,https://lotro-wiki.com/wiki/Aldwulf
Aldyth,Female,Man,https://lotro-wiki.com/wiki/Aldyth
Aldúlf,Male,Men,https://lotro-wiki.com/wiki/Ald%C3%BAlf
Aled Madcorf,Male,Hobbit,https://lotro-wiki.com/wiki/Aled_Madcorf
Aled,Male,Man,https://lotro-wiki.com/wiki/Aled
Alex Grey,Male,Man,https://lotro-wiki.com/wiki/Alex_Grey
Alf Goodcliff,Male,Hobbit,https://lotro-wiki.com/wiki/Alf_Goodcliff
Alf Mossman,Male,Man,https://lotro-wiki.com/wiki/Alf_Mossman
Alfbert,Male,Man,https://lotro-wiki.com/wiki/Alfbert
Alfirimbes,Female,Elf,https://lotro-wiki.com/wiki/Alfirimbes
Alfrohir,Male,Elf,https://lotro-wiki.com/wiki/Alfrohir
Algar Anvil-song,Male,Dwarf,https://lotro-wiki.com/wiki/Algar_Anvil-song
Alger Hazelhurst,Male,Man,https://lotro-wiki.com/wiki/Alger_Hazelhurst
Alhard,Male,Race of Man,https://lotro-wiki.com/wiki/Alhard
Alhild,Female,Rohirrim,https://lotro-wiki.com/wiki/Alhild
Alis,Male,Men,https://lotro-wiki.com/wiki/Alis
Allan Coal,Male,Man,https://lotro-wiki.com/wiki/Allan_Coal
Allan Threespot,Male,Man,https://lotro-wiki.com/wiki/Allan_Threespot
Alla,Female,Man,https://lotro-wiki.com/wiki/Alla
Almaric,Female,Man,https://lotro-wiki.com/wiki/Almaric
Almedha,Female,Man,https://lotro-wiki.com/wiki/Almedha
Almetha Ditchel,Female,River Hobbit,https://lotro-wiki.com/wiki/Almetha_Ditchel
Alora Oakbottom,Female,Hobbit,https://lotro-wiki.com/wiki/Alora_Oakbottom
Alphlanc,Female,Elf,https://lotro-wiki.com/wiki/Alphlanc
Alred,Male,Man,https://lotro-wiki.com/wiki/Alred
Alrekur,Male,Dwarf,https://lotro-wiki.com/wiki/Alrekur
Alrek,Male,Dwarf,https://lotro-wiki.com/wiki/Alrek
Alric Banks,Male,Hobbit,https://lotro-wiki.com/wiki/Alric_Banks
Alric Hornblower,Male,Hobbit,https://lotro-wiki.com/wiki/Alric_Hornblower
Althrendir,Male,Elf,https://lotro-wiki.com/wiki/Althrendir
Altti,Male,Man,https://lotro-wiki.com/wiki/Altti
Alun,Male,Race of Men,https://lotro-wiki.com/wiki/Alun
Alvari son of Breki,Male,Dwarf,https://lotro-wiki.com/wiki/Alvari_son_of_Breki
Alvin Browning,Male,Man,https://lotro-wiki.com/wiki/Alvin_Browning
Alwar,Male,Dwarf,https://lotro-wiki.com/wiki/Alwar
Alwena,Female,Man,https://lotro-wiki.com/wiki/Alwena
Alwold,Male,Race of Man,https://lotro-wiki.com/wiki/Alwold
Alwuld,Male,Race of Man,https://lotro-wiki.com/wiki/Alwuld
Alwyn,Female,Race of Man,https://lotro-wiki.com/wiki/Alwyn
Amabel Redfern,Female,Man,https://lotro-wiki.com/wiki/Amabel_Redfern
Amal,Male,Race of Man,https://lotro-wiki.com/wiki/Amal
Amaranth Goldworthy,Male,Men,https://lotro-wiki.com/wiki/Amaranth_Goldworthy
Amarien,Female,Man,https://lotro-wiki.com/wiki/Amarien
Amarion,Male,Man,https://lotro-wiki.com/wiki/Amarion
Amarthiel,Male,Men,https://lotro-wiki.com/wiki/Amarthiel
Amathon,Male,Man,https://lotro-wiki.com/wiki/Amathon
Amban,Male,Race of Men,https://lotro-wiki.com/wiki/Amban
Spakorth,Male,Dwarf,https://lotro-wiki.com/wiki/Ambassador_Spakorth
Ambendel,Male,Elf,https://lotro-wiki.com/wiki/Ambendel
Ambience Furnisher,Male,Men,https://lotro-wiki.com/wiki/Ambience_Furnisher
Ambience Furnisher,Male,Men,https://lotro-wiki.com/wiki/Ambience_Furnisher
Ambi,Male,Dwarf,https://lotro-wiki.com/wiki/Ambi
Ambushed Ranger,Male,Men,https://lotro-wiki.com/wiki/Ambushed_Ranger
Amdir,Male,Men,https://lotro-wiki.com/wiki/Amdir
Amdân Dammul Quartermaster,Male,Dwarf,https://lotro-wiki.com/wiki/Amd%C3%A2n_Dammul_Quartermaster
Amegil,Male,Man,https://lotro-wiki.com/wiki/Amegil
Amethyst Firefly,Male,Men,https://lotro-wiki.com/wiki/Amethyst_Firefly
Amethyst,Male,Men,https://lotro-wiki.com/wiki/Amethyst
Amlan,Male,Man,https://lotro-wiki.com/wiki/Amlan
Amlug,Male,Men,https://lotro-wiki.com/wiki/Amlug
Amondir,Male,Man,https://lotro-wiki.com/wiki/Amondir
Amonel,Female,Man,https://lotro-wiki.com/wiki/Amonel
Ampélla,Female,Man,https://lotro-wiki.com/wiki/Amp%C3%A9lla
Amroth,Male,Elf,https://lotro-wiki.com/wiki/Amroth
Amrúngal,Male,Man,https://lotro-wiki.com/wiki/Amr%C3%BAngal
Amrúnir,Male,Man,https://lotro-wiki.com/wiki/Amr%C3%BAnir
Amrúnwen,Female,Elf,https://lotro-wiki.com/wiki/Amr%C3%BAnwen
Anborn,Male,Man,https://lotro-wiki.com/wiki/Anborn
Ancient Letter,Male,Men,https://lotro-wiki.com/wiki/Ancient_Letter
The Spirits of the Limlight,Male,Men,https://lotro-wiki.com/wiki/Ancient_Spirit
The Spirits of the Limlight,Male,Men,https://lotro-wiki.com/wiki/Ancient_Spirit
Andambeth,Male,Elf,https://lotro-wiki.com/wiki/Andambeth
Andfast Tunnelly,Male,Hobbit,https://lotro-wiki.com/wiki/Andfast_Tunnelly
Andidhiel,Female,Elf,https://lotro-wiki.com/wiki/Andidhiel
Andiriniel,Female,Elf,https://lotro-wiki.com/wiki/Andiriniel
Andiron,Male,Elf,https://lotro-wiki.com/wiki/Andiron
Andol,Male,Race of Men,https://lotro-wiki.com/wiki/Andol
Andothol,Male,Man,https://lotro-wiki.com/wiki/Andothol
Andras,Male,Man,https://lotro-wiki.com/wiki/Andras
Andreg,Male,Race of Men,https://lotro-wiki.com/wiki/Andreg
Andrew Oakhurst,Male,Man,https://lotro-wiki.com/wiki/Andrew_Oakhurst
Andri,Male,Dwarf,https://lotro-wiki.com/wiki/Andri
Andy Boffin,Male,Hobbit,https://lotro-wiki.com/wiki/Andy_Boffin
Andy Brockhouse,Male,Hobbit,https://lotro-wiki.com/wiki/Andy_Brockhouse
Andy Deepwell,Male,Hobbit,https://lotro-wiki.com/wiki/Andy_Deepwell
Andy Smallburrow,Male,Hobbit,https://lotro-wiki.com/wiki/Andy_Smallburrow
Andyri,Female,Elf,https://lotro-wiki.com/wiki/Andyri
Aneira,Female,Man,https://lotro-wiki.com/wiki/Aneira
Angbor the Fearless,Male,Men,https://lotro-wiki.com/wiki/Angbor_the_Fearless
Angbor,Male,Man,https://lotro-wiki.com/wiki/Angbor
Angelica Boffin,Female,Hobbit,https://lotro-wiki.com/wiki/Angelica_Boffin
Anglaer,Male,Man,https://lotro-wiki.com/wiki/Anglaer
Anglalaith,Male,Elf,https://lotro-wiki.com/wiki/Anglalaith
Anglamel,Female,Elf,https://lotro-wiki.com/wiki/Anglamel
Anglor,Female,Elf,https://lotro-wiki.com/wiki/Anglor
Anglú,Male,Elf,https://lotro-wiki.com/wiki/Angl%C3%BA
Angmar Citizen,Male,Men,https://lotro-wiki.com/wiki/Angmar_Citizen
Reflecting Pool,Male,Men,https://lotro-wiki.com/wiki/Angmar_Reflecting_Pool
Angmarim Missive,Male,Men,https://lotro-wiki.com/wiki/Angmarim_Missive
Angmarim,Male,Men,https://lotro-wiki.com/wiki/Angmarim
Angoleth,Female,Man,https://lotro-wiki.com/wiki/Angoleth
Angry Longbeard,Male,Men,https://lotro-wiki.com/wiki/Angry_Longbeard
Angry Man of Dale,Male,Man,https://lotro-wiki.com/wiki/Angry_Man_of_Dale
Angry Shopper,Male,Man,https://lotro-wiki.com/wiki/Angry_Shopper
Angwedh,Male,Man,https://lotro-wiki.com/wiki/Angwedh
Angwun,Male,Man,https://lotro-wiki.com/wiki/Angwun
Angàr,Male,Men,https://lotro-wiki.com/wiki/Ang%C3%A0r
Anhebir,Male,Elf,https://lotro-wiki.com/wiki/Anhebir
Anhebron,Male,Elf,https://lotro-wiki.com/wiki/Anhebron
Anirin,Male,Man,https://lotro-wiki.com/wiki/Anirin
Anlaf the Forlorn,Male,Man,https://lotro-wiki.com/wiki/Anlaf_the_Forlorn
Anmar,Male,Race of Man,https://lotro-wiki.com/wiki/Anmar
Ann Granger,Female,Man,https://lotro-wiki.com/wiki/Ann_Granger
Annaben,Female,Race of Man,https://lotro-wiki.com/wiki/Annaben
Annaethel,Female,Elf,https://lotro-wiki.com/wiki/Annaethel
Annar,Male,Dwarf,https://lotro-wiki.com/wiki/Annar
Anne Rumsey,Female,Man,https://lotro-wiki.com/wiki/Anne_Rumsey
Annie Hayhurst,Female,Man,https://lotro-wiki.com/wiki/Annie_Hayhurst
Anniversary Vendor,Male,Men,https://lotro-wiki.com/wiki/Anniversary_Vendor
Anniversary Vendor,Male,Men,https://lotro-wiki.com/wiki/Anniversary_Vendor
Anniversary Vendor,Male,Men,https://lotro-wiki.com/wiki/Anniversary_Vendor
Annoth,Male,Man,https://lotro-wiki.com/wiki/Annoth
Annábla,Female,Man,https://lotro-wiki.com/wiki/Ann%C3%A1bla
Annúdhrod,Male,Man,https://lotro-wiki.com/wiki/Ann%C3%BAdhrod
Annúngil,Female,Man,https://lotro-wiki.com/wiki/Ann%C3%BAngil
Anoradan,Male,Man,https://lotro-wiki.com/wiki/Anoradan
Anornaneth,Female,Elf,https://lotro-wiki.com/wiki/Anornaneth
Anrad,Male,Man,https://lotro-wiki.com/wiki/Anrad
Ansa,Female,Man,https://lotro-wiki.com/wiki/Ansa
Ansith,Female,Man,https://lotro-wiki.com/wiki/Ansith
Anson Roper,Male,Hobbit,https://lotro-wiki.com/wiki/Anson_Roper
Ansurr,Male,Dwarf,https://lotro-wiki.com/wiki/Ansurr
Answith,Male,Man,https://lotro-wiki.com/wiki/Answith
Answith,Male,Man,https://lotro-wiki.com/wiki/Answith
Anthandir,Male,Man,https://lotro-wiki.com/wiki/Anthandir
Antheron,Male,Elf,https://lotro-wiki.com/wiki/Antheron
Antheron,Male,Elf,https://lotro-wiki.com/wiki/Antheron
Anurin,Male,Man,https://lotro-wiki.com/wiki/Anurin
Anwen,Female,Man,https://lotro-wiki.com/wiki/Anwen
Anwynd,Male,Man,https://lotro-wiki.com/wiki/Anwynd
Anxious Chicken,Male,Men,https://lotro-wiki.com/wiki/Anxious_Chicken
Anxious Woman,Female,Man,https://lotro-wiki.com/wiki/Anxious_Woman
Anárion,Male,Man,https://lotro-wiki.com/wiki/An%C3%A1rion
Anírwen,Female,Man,https://lotro-wiki.com/wiki/An%C3%ADrwen
Anórohir,Male,Great Eagle,https://lotro-wiki.com/wiki/An%C3%B3rohir
Aphadaer,Male,Race of Man,https://lotro-wiki.com/wiki/Aphadaer
Apple-loving Shrew,Male,Shrew,https://lotro-wiki.com/wiki/Apple-loving_Shrew
Aradia,Female,Elf,https://lotro-wiki.com/wiki/Aradia
Arador,Male,Man,https://lotro-wiki.com/wiki/Arador
Aragorn's Standard,Male,Men,https://lotro-wiki.com/wiki/Aragorn%27s_Standard
Strider,Male,Man,https://lotro-wiki.com/wiki/Aragorn
Arahál,Male,Dwarf,https://lotro-wiki.com/wiki/Arah%C3%A1l
Aran Greenwith,Male,Man,https://lotro-wiki.com/wiki/Aran_Greenwith
Aran Greyfeather,Male,Men,https://lotro-wiki.com/wiki/Aran_Greyfeather
Arandol,Male,Man,https://lotro-wiki.com/wiki/Arandol
Aranelleth,Female,Elf,https://lotro-wiki.com/wiki/Aranelleth
Aranhir,Male,Man,https://lotro-wiki.com/wiki/Aranhir
Arasdil,Male,Race of Man,https://lotro-wiki.com/wiki/Arasdil
Araslant,Male,Man,https://lotro-wiki.com/wiki/Araslant
Arassiel,Female,Maia,https://lotro-wiki.com/wiki/Arassiel
Arastil,Male,Man,https://lotro-wiki.com/wiki/Arastil
Arastil,Male,Man,https://lotro-wiki.com/wiki/Arastil
Aras,Male,Man,https://lotro-wiki.com/wiki/Aras
Arbald,Male,Man,https://lotro-wiki.com/wiki/Arbald
Arbor,Male,Men,https://lotro-wiki.com/wiki/Arbor
"Arcah, Daughter of Croär",Female,Raven,https://lotro-wiki.com/wiki/Arcah%2C_Daughter_of_Cro%C3%A4r
Arch Widdup,Male,Man,https://lotro-wiki.com/wiki/Arch_Widdup
Arcil,Male,Man,https://lotro-wiki.com/wiki/Arcil
Ardefer,Male,Race of Man,https://lotro-wiki.com/wiki/Ardefer
Ardela,Female,Man,https://lotro-wiki.com/wiki/Ardela
Ardhun,Female,Man,https://lotro-wiki.com/wiki/Ardhun
Ardith,Female,Race of Man,https://lotro-wiki.com/wiki/Ardith
Ardo Aleford,Male,Hobbit,https://lotro-wiki.com/wiki/Ardo_Aleford
Ardwyn,Male,Man,https://lotro-wiki.com/wiki/Ardwyn
Arel,Male,Horse,https://lotro-wiki.com/wiki/Arel
Areneth,Male,Man,https://lotro-wiki.com/wiki/Areneth
Areneth,Male,Man,https://lotro-wiki.com/wiki/Areneth
Arfirion,Male,Race of Men,https://lotro-wiki.com/wiki/Arfirion
Arfréa,Male,Men,https://lotro-wiki.com/wiki/Arfr%C3%A9a
Arfugol,Male,Race of Man,https://lotro-wiki.com/wiki/Arfugol
Argel,Male,Man,https://lotro-wiki.com/wiki/Argel
Argirion,Male,Man,https://lotro-wiki.com/wiki/Argirion
Ari Longarrow,Male,Dwarf,https://lotro-wiki.com/wiki/Ari_Longarrow
Arian,Female,Man,https://lotro-wiki.com/wiki/Arian
Aric the Stone-speaker,Male,Man,https://lotro-wiki.com/wiki/Aric_the_Stone-speaker
Ariel,Female,Man,https://lotro-wiki.com/wiki/Ariel
Ariene,Female,Man,https://lotro-wiki.com/wiki/Ariene
Arienh,Female,Man,https://lotro-wiki.com/wiki/Arienh
Arinora,Female,Man,https://lotro-wiki.com/wiki/Arinora
Arin,Male,Dwarf,https://lotro-wiki.com/wiki/Arin
Arlach,Male,Race of Man,https://lotro-wiki.com/wiki/Arlach
Arly Underhill,Male,Hobbit,https://lotro-wiki.com/wiki/Arly_Underhill
Armbeald,Male,Man,https://lotro-wiki.com/wiki/Armbeald
Armour of the Usurper,Male,Men,https://lotro-wiki.com/wiki/Armour_of_the_Usurper
Armourer Vocation Trainer,Male,Men,https://lotro-wiki.com/wiki/Armourer_Vocation_Trainer
Arn Bulrush,Male,Man,https://lotro-wiki.com/wiki/Arn_Bulrush
Arnach Resident,Male,Race of Man,https://lotro-wiki.com/wiki/Arnach_Resident
Arnach Resident,Male,Race of Man,https://lotro-wiki.com/wiki/Arnach_Resident
Arnail,Male,Man,https://lotro-wiki.com/wiki/Arnail
Arnar,Male,Dwarf,https://lotro-wiki.com/wiki/Arnar
Arnfinnur,Male,Dwarf,https://lotro-wiki.com/wiki/Arnfinnur
Arnfinn,Male,Dwarf,https://lotro-wiki.com/wiki/Arnfinn
Arnfin,Male,Dwarf,https://lotro-wiki.com/wiki/Arnfin
Arnfrei,Male,Dwarf,https://lotro-wiki.com/wiki/Arnfrei
Arngills,Male,Dwarf,https://lotro-wiki.com/wiki/Arngills
Arno Diggle,Male,Hobbit,https://lotro-wiki.com/wiki/Arno_Diggle
Arnod,Male,Dwarf,https://lotro-wiki.com/wiki/Arnod
Arnwith,Male,Men,https://lotro-wiki.com/wiki/Arnwith
Arnwi,Male,Man,https://lotro-wiki.com/wiki/Arnwi
Arochon,Male,Man,https://lotro-wiki.com/wiki/Arochon
Aroch,Male,Race of Men,https://lotro-wiki.com/wiki/Aroch
Arodinnas,Male,Race of Men,https://lotro-wiki.com/wiki/Arodinnas
Arodis,Female,Man,https://lotro-wiki.com/wiki/Arodis
Arodor,Male,Man,https://lotro-wiki.com/wiki/Arodor
Arodrog,Male,Man,https://lotro-wiki.com/wiki/Arodrog
Arohir,Male,Man,https://lotro-wiki.com/wiki/Arohir
Arpi Silvertongs,Male,Dwarf,https://lotro-wiki.com/wiki/Arpi_Silvertongs
Arre,Male,Man,https://lotro-wiki.com/wiki/Arre
Arrod,Male,Elf,https://lotro-wiki.com/wiki/Arrod
Artagan,Male,Man,https://lotro-wiki.com/wiki/Artagan
Artain,Male,Man,https://lotro-wiki.com/wiki/Artain
Artamir,Male,Man,https://lotro-wiki.com/wiki/Artamir
Arthamon,Male,Man,https://lotro-wiki.com/wiki/Arthamon
Artie Root,Male,Man,https://lotro-wiki.com/wiki/Artie_Root
Arttu,Male,Earth-kin,https://lotro-wiki.com/wiki/Arttu
Arvaethor,Male,Man,https://lotro-wiki.com/wiki/Arvaethor
Arvaeth,Male,Man,https://lotro-wiki.com/wiki/Arvaeth
Arvedui,Male,Shade,https://lotro-wiki.com/wiki/Arvedui
Arvellon (Eastern Gondor),Male,Man,https://lotro-wiki.com/wiki/Arvellon
Arvo,Male,Man,https://lotro-wiki.com/wiki/Arvo
Arwel,Male,Man,https://lotro-wiki.com/wiki/Arwel
Arwen Undómiel,Male,Men,https://lotro-wiki.com/wiki/Arwen_Und%C3%B3miel
Arwen's Musician,Male,Men,https://lotro-wiki.com/wiki/Arwen%27s_Musician
Arwen,Female,Elf,https://lotro-wiki.com/wiki/Arwen
Arâm,Female,Man,https://lotro-wiki.com/wiki/Ar%C3%A2m
Ascbert,Male,Race of Man,https://lotro-wiki.com/wiki/Ascbert
Asgíl,Male,Dwarf,https://lotro-wiki.com/wiki/Asg%C3%ADl
Ashaug,Male,Orc,https://lotro-wiki.com/wiki/Ashaug
Ashenfell,Female,Lynx,https://lotro-wiki.com/wiki/Ashenfell
Ashlimb,Male,Ent,https://lotro-wiki.com/wiki/Ashlimb
Ashrokil,Male,Orc,https://lotro-wiki.com/wiki/Ashrokil
Asitám,Male,Dwarf,https://lotro-wiki.com/wiki/Asit%C3%A1m
Askâdurs of the Fortress,Male,Men,https://lotro-wiki.com/wiki/Ask%C3%A2durs_of_the_Fortress
Askâdurs,Male,Men,https://lotro-wiki.com/wiki/Ask%C3%A2durs
Aslak,Male,Earth-kin,https://lotro-wiki.com/wiki/Aslak
Asmund,Male,Dwarf,https://lotro-wiki.com/wiki/Asmund
Asmólf,Male,Giant-kind,https://lotro-wiki.com/wiki/Asm%C3%B3lf
Asphodel Froghorn,Female,Hobbit,https://lotro-wiki.com/wiki/Asphodel_Froghorn
Assistant,Male,Men,https://lotro-wiki.com/wiki/Assistant
Assistant Fallohide,Male,Hobbit,https://lotro-wiki.com/wiki/Assistant_Fallohide
Aster Bracegirdle,Female,Hobbit,https://lotro-wiki.com/wiki/Aster_Bracegirdle
Aster Hayward,Female,Hobbit,https://lotro-wiki.com/wiki/Aster_Hayward
Astiul,Male,Man,https://lotro-wiki.com/wiki/Astiul
Astondor,male,man,https://lotro-wiki.com/wiki/Astondor
Asur,Male,Men,https://lotro-wiki.com/wiki/Asur
